component_file,component_layer,previous_classification,route_profile_applied,input_packets_added,output_packets_added,pointer_ids_added,validator_bindings_added,quality_gates_added,fallback_added,lineage_added,provider_boundary_added,new_classification,quarantined,reason
skills/script_intelligence_army/M-032-pattern-interrupt-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-032-pattern-interrupt-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-033-curiosity-gap-generator.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-033-curiosity-gap-generator.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-034-micro-cliffhanger-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-034-micro-cliffhanger-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-035-engagement-loop-builder.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-035-engagement-loop-builder.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-036-emotional-spike-system.py,SKILL,TEMPLATE_ONLY_SHALLOW,video_context_profile,"[script_segment_packet, visual_context_packet, video_context_packet]","[video_context_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[video_context_packet_present, editing_timeline_packet_present, provider_handoff_packet_present]","[motion_gate, camera_gate, sync_point_gate, continuity_gate]",regenerate scene plan or block provider handoff if duration/sync is missing.,"[script_segment_packet_id, video_context_packet_id, scene_id, sync_point]",video/avatar provider execution disabled unless approval_packet authorizes provider_handoff_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: video/avatar/motion
skills/script_intelligence_army/M-036-emotional-spike-system.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-037-reward-tease-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-037-reward-tease-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-038-payoff-delivery-system.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-038-payoff-delivery-system.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-039-re-hook-system.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-039-re-hook-system.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-040-story-momentum-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-040-story-momentum-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-041-scene-energy-analyzer.py,SKILL,TEMPLATE_ONLY_SHALLOW,video_context_profile,"[script_segment_packet, visual_context_packet, video_context_packet]","[video_context_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[video_context_packet_present, editing_timeline_packet_present, provider_handoff_packet_present]","[motion_gate, camera_gate, sync_point_gate, continuity_gate]",regenerate scene plan or block provider handoff if duration/sync is missing.,"[script_segment_packet_id, video_context_packet_id, scene_id, sync_point]",video/avatar provider execution disabled unless approval_packet authorizes provider_handoff_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: video/avatar/motion
skills/script_intelligence_army/M-041-scene-energy-analyzer.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-042-editing-optimization-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,editing_packaging_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet]","[editing_timeline_packet, platform_content_package_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_EDITING, PTR_PROVIDER_QUALITY]","[editing_timeline_packet_present, media_quality_gate_packet_present, quality_scores_present]","[timeline_gate, caption_gate, platform_aspect_ratio_gate, thumbnail_moment_gate]",NEEDS_HUMAN_REVIEW if timeline/caption/thumbnail cannot map to segment IDs.,"[editing_timeline_packet_id, segment_id, cut_point, platform_package_id]",local assembly/provider execution disabled unless approval_packet authorizes execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: editing/packaging/platform
skills/script_intelligence_army/M-042-editing-optimization-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-043-cut-acceleration-system.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-043-cut-acceleration-system.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-044-visual-impact-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,visual_context_profile,"[script_segment_packet, final_script_packet, visual_context_packet]","[visual_context_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_IMAGE, PTR_MEDIA_PROVIDER_HANDOFF]","[visual_context_packet_present, provider_handoff_packet_present, quality_scores_present]","[style_bible_gate, scene_prompt_gate, subject_consistency_gate]",rebuild style bible or block provider handoff if continuity fields are missing.,"[script_segment_packet_id, visual_context_packet_id, style_bible_id, scene_id]",image provider execution disabled unless approval_packet authorizes provider_handoff_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: visual/image/design
skills/script_intelligence_army/M-044-visual-impact-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-045-sound-impact-system.py,SKILL,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
skills/script_intelligence_army/M-045-sound-impact-system.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
skills/script_intelligence_army/M-046-cinematic-enhancement-engine.py,SKILL,TEMPLATE_ONLY_SHALLOW,video_context_profile,"[script_segment_packet, visual_context_packet, video_context_packet]","[video_context_packet, editing_timeline_packet, provider_handoff_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_FINAL_SCRIPT_VIDEO, PTR_FINAL_SCRIPT_EDITING, PTR_MEDIA_PROVIDER_HANDOFF]","[video_context_packet_present, editing_timeline_packet_present, provider_handoff_packet_present]","[motion_gate, camera_gate, sync_point_gate, continuity_gate]",regenerate scene plan or block provider handoff if duration/sync is missing.,"[script_segment_packet_id, video_context_packet_id, scene_id, sync_point]",video/avatar provider execution disabled unless approval_packet authorizes provider_handoff_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: video/avatar/motion
skills/script_intelligence_army/M-046-cinematic-enhancement-engine.skill.md,SKILL,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
