component_id,component_path,component_layer,route_profile,route_family,lifecycle_status,active_runtime,reason
SKL-PH3C-M-241-MASTERING_SPECIFICATIONS,skills/media_audio/M-241-mastering-specifications.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-242-PODCAST_INTRO_OUTRO_DESIGNER,skills/media_audio/M-242-podcast-intro-outro-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-243-AUDIO_TRANSITIONS_OPTIMIZER,skills/media_audio/M-243-audio-transitions-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-244-TRANSCRIPT_GENERATOR,skills/media_audio/M-244-transcript-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3C-M-245-ACCESSIBILITY_AUDIO_DESCRIPTION,skills/media_audio/M-245-accessibility-audio-description.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-201-VISUAL_DESIGN_BRIEF_GENERATOR,skills/media_graphics/M-201-visual-design-brief-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-202-COLOR_PALETTE_OPTIMIZER,skills/media_graphics/M-202-color-palette-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-203-TYPOGRAPHY_SELECTOR,skills/media_graphics/M-203-typography-selector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-204-LAYOUT_COMPOSITION_STRATEGIST,skills/media_graphics/M-204-layout-composition-strategist.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-205-ICON_ILLUSTRATION_MAPPER,skills/media_graphics/M-205-icon-illustration-mapper.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-206-BRAND_CONSISTENCY_VALIDATOR,skills/media_graphics/M-206-brand-consistency-validator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-207-ACCESSIBILITY_ANALYZER,skills/media_graphics/M-207-accessibility-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-208-IMAGE_ASSET_SOURCING_ADVISOR,skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-209-INFOGRAPHIC_STRUCTURE_DESIGNER,skills/media_graphics/M-209-infographic-structure-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-210-ANIMATION_TRANSITION_SPECIFIER,skills/media_graphics/M-210-animation-transition-specifier.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-211-MOBILE_FIRST_LAYOUT_OPTIMIZER,skills/media_graphics/M-211-mobile-first-layout-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-212-DARK_MODE_VARIANT_GENERATOR,skills/media_graphics/M-212-dark-mode-variant-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-213-PRINT_READY_FORMAT_CONVERTER,skills/media_graphics/M-213-print-ready-format-converter.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-214-SOCIAL_MEDIA_GRAPHICS_OPTIMIZER,skills/media_graphics/M-214-social-media-graphics-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3A-M-215-BANNER_HEADER_DESIGNER,skills/media_graphics/M-215-banner-header-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
A-401-thumbnail-concept-designer,skills/media_production/A-401-thumbnail-concept-designer.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
A-401-thumbnail-concept-designer.skill,skills/media_production/A-401-thumbnail-concept-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
A-402-visual-asset-planner,skills/media_production/A-402-visual-asset-planner.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
A-402-visual-asset-planner.skill,skills/media_production/A-402-visual-asset-planner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
A-403-audio-script-optimizer,skills/media_production/A-403-audio-script-optimizer.py,SKILL,voice_context_profile,"voice_context, context_engineering",ACTIVE_CORE,True,profile mapped to active route DAG
A-403-audio-script-optimizer.skill,skills/media_production/A-403-audio-script-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
A-404-media-package-assembler,skills/media_production/A-404-media-package-assembler.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
A-404-media-package-assembler.skill,skills/media_production/A-404-media-package-assembler.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
A-405-media-qa-validator,skills/media_production/A-405-media-qa-validator.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
A-405-media-qa-validator.skill,skills/media_production/A-405-media-qa-validator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-216-SHOT_LIST_GENERATOR,skills/media_video/M-216-shot-list-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-217-B_ROLL_SOURCING_STRATEGY,skills/media_video/M-217-b-roll-sourcing-strategy.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-218-VIDEO_EDITING_SCRIPT,skills/media_video/M-218-video-editing-script.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-219-COLOR_GRADING_BRIEF,skills/media_video/M-219-color-grading-brief.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-220-SOUND_DESIGN_SPECIFICATIONS,skills/media_video/M-220-sound-design-specifications.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-221-MOTION_GRAPHICS_STORYBOARD,skills/media_video/M-221-motion-graphics-storyboard.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-222-VIDEO_TRANSITIONS_OPTIMIZER,skills/media_video/M-222-video-transitions-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-223-PACING_RHYTHM_EDITOR,skills/media_video/M-223-pacing-rhythm-editor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-224-TITLE_CARD_GENERATOR,skills/media_video/M-224-title-card-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-225-THUMBNAIL_DESIGNER,skills/media_video/M-225-thumbnail-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-226-VIDEO_SEO_OPTIMIZER,skills/media_video/M-226-video-seo-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-227-CAPTIONS_SUBTITLE_GENERATOR,skills/media_video/M-227-captions-subtitle-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-228-MULTI_ANGLE_CUT_STRATEGY,skills/media_video/M-228-multi-angle-cut-strategy.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-229-VIDEO_PERFORMANCE_PREDICTOR,skills/media_video/M-229-video-performance-predictor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SKL-PH3B-M-230-PLATFORM_SPECIFIC_VIDEO_ADAPTER,skills/media_video/M-230-platform-specific-video-adapter.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-151-empire-expansion-layer,skills/operations/M-151-empire-expansion-layer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-151_Empire_Expansion_Layer,skills/operations/M-151-empire-expansion-layer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-152-channel-discovery-engine,skills/operations/M-152-channel-discovery-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-152_Channel_Discovery_Engine,skills/operations/M-152-channel-discovery-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-153-niche-profitability-analyzer,skills/operations/M-153-niche-profitability-analyzer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-153_Niche_Profitability_Analyzer,skills/operations/M-153-niche-profitability-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-154-channel-launch-architect,skills/operations/M-154-channel-launch-architect.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-154_Channel_Launch_Architect,skills/operations/M-154-channel-launch-architect.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-155-brand-identity-engine,skills/operations/M-155-brand-identity-engine.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-155_Brand_Identity_Engine,skills/operations/M-155-brand-identity-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-156-audience-persona-generator,skills/operations/M-156-audience-persona-generator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-156_Audience_Persona_Generator,skills/operations/M-156-audience-persona-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-157-content-strategy-replicator,skills/operations/M-157-content-strategy-replicator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-157_Content_Strategy_Replicator,skills/operations/M-157-content-strategy-replicator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-158-content-calendar-engine,skills/operations/M-158-content-calendar-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-158_Content_Calendar_Engine,skills/operations/M-158-content-calendar-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-159-production-capacity-planner,skills/operations/M-159-production-capacity-planner.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-159_Production_Capacity_Planner,skills/operations/M-159-production-capacity-planner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-160-creator-clone-system,skills/operations/M-160-creator-clone-system.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-160_Creator_Clone_System,skills/operations/M-160-creator-clone-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-161-personality-mapping-engine,skills/operations/M-161-personality-mapping-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-161_Personality_Mapping_Engine,skills/operations/M-161-personality-mapping-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-162-voice-identity-cloner,skills/operations/M-162-voice-identity-cloner.py,SKILL,voice_context_profile,"voice_context, context_engineering",ACTIVE_CORE,True,profile mapped to active route DAG
M-162_Voice_Identity_Cloner,skills/operations/M-162-voice-identity-cloner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-163-speech-emotion-engine,skills/operations/M-163-speech-emotion-engine.py,SKILL,voice_context_profile,"voice_context, context_engineering",ACTIVE_CORE,True,profile mapped to active route DAG
M-163_Speech_Emotion_Engine,skills/operations/M-163-speech-emotion-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-164-character-behavior-engine,skills/operations/M-164-character-behavior-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-164_Character_Behavior_Engine,skills/operations/M-164-character-behavior-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-165-dialogue-style-generator,skills/operations/M-165-dialogue-style-generator.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-165_Dialogue_Style_Generator,skills/operations/M-165-dialogue-style-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-166-creator-identity-manager,skills/operations/M-166-creator-identity-manager.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-166_Creator_Identity_Manager,skills/operations/M-166-creator-identity-manager.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-167-reputation-control-engine,skills/operations/M-167-reputation-control-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-167_Reputation_Control_Engine,skills/operations/M-167-reputation-control-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-168-content-factory-controller,skills/operations/M-168-content-factory-controller.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-168_Content_Factory_Controller,skills/operations/M-168-content-factory-controller.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-169-topic-generation-engine,skills/operations/M-169-topic-generation-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-169_Topic_Generation_Engine,skills/operations/M-169-topic-generation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-170-research-automation-engine,skills/operations/M-170-research-automation-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-170_Research_Automation_Engine,skills/operations/M-170-research-automation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-171-knowledge-graph-builder,skills/operations/M-171-knowledge-graph-builder.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-171_Knowledge_Graph_Builder,skills/operations/M-171-knowledge-graph-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-172-insight-extraction-engine,skills/operations/M-172-insight-extraction-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-172_Insight_Extraction_Engine,skills/operations/M-172-insight-extraction-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-173-script-automation-engine,skills/operations/M-173-script-automation-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-173_Script_Automation_Engine,skills/operations/M-173-script-automation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-174-visual-asset-generator,skills/operations/M-174-visual-asset-generator.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-174_Visual_Asset_Generator,skills/operations/M-174-visual-asset-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-175-video-assembly-engine,skills/operations/M-175-video-assembly-engine.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-175_Video_Assembly_Engine,skills/operations/M-175-video-assembly-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-176-post-production-automation,skills/operations/M-176-post-production-automation.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-176_Post_Production_Automation,skills/operations/M-176-post-production-automation.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-177-performance-tracking-engine,skills/operations/M-177-performance-tracking-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-177_Performance_Tracking_Engine,skills/operations/M-177-performance-tracking-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-178-channel-benchmark-engine,skills/operations/M-178-channel-benchmark-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-178_Channel_Benchmark_Engine,skills/operations/M-178-channel-benchmark-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-179-competitive-intelligence-engine,skills/operations/M-179-competitive-intelligence-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-179_Competitive_Intelligence_Engine,skills/operations/M-179-competitive-intelligence-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-180-strategy-adaptation-engine,skills/operations/M-180-strategy-adaptation-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-180_Strategy_Adaptation_Engine,skills/operations/M-180-strategy-adaptation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
D-501-platform-metadata-generator,skills/publishing/D-501-platform-metadata-generator.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
D-501-platform-metadata-generator.skill,skills/publishing/D-501-platform-metadata-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
D-502-seo-optimization-specialist,skills/publishing/D-502-seo-optimization-specialist.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
D-502-seo-optimization-specialist.skill,skills/publishing/D-502-seo-optimization-specialist.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
D-503-publish-readiness-checker,skills/publishing/D-503-publish-readiness-checker.py,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
D-503-publish-readiness-checker.skill,skills/publishing/D-503-publish-readiness-checker.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-009-knowledge-source-collector,skills/research_intelligence/M-009-knowledge-source-collector.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-009_Knowledge_Source_Collector,skills/research_intelligence/M-009-knowledge-source-collector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-010-source-credibility-validator,skills/research_intelligence/M-010-source-credibility-validator.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-010_Source_Credibility_Validator,skills/research_intelligence/M-010-source-credibility-validator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-011-knowledge-dossier-builder,skills/research_intelligence/M-011-knowledge-dossier-builder.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-011_Knowledge_Dossier_Builder,skills/research_intelligence/M-011-knowledge-dossier-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-020-knowledge-summarization-engine,skills/research_intelligence/M-020-knowledge-summarization-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-020_Knowledge_Summarization_Engine,skills/research_intelligence/M-020-knowledge-summarization-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-021-fact-cross-verification-unit,skills/research_intelligence/M-021-fact-cross-verification-unit.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-021-fact-cross-verification-unit.skill,skills/research_intelligence/M-021-fact-cross-verification-unit.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-022-knowledge-graph-builder,skills/research_intelligence/M-022-knowledge-graph-builder.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-022-knowledge-graph-builder.skill,skills/research_intelligence/M-022-knowledge-graph-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-025-research-archive-manager,skills/research_intelligence/M-025-research-archive-manager.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",HISTORICAL_REFERENCE,False,legacy/historical marker
M-025-research-archive-manager.skill,skills/research_intelligence/M-025-research-archive-manager.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",HISTORICAL_REFERENCE,False,legacy/historical marker
S-201-hook-optimizer,skills/script_intelligence/S-201-hook-optimizer.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
S-201-hook-optimizer.skill,skills/script_intelligence/S-201-hook-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-201-research-to-script-brief,skills/script_intelligence/S-201-research-to-script-brief.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-201-research-to-script-brief.skill,skills/script_intelligence/S-201-research-to-script-brief.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-202-first-draft-generation,skills/script_intelligence/S-202-first-draft-generation.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-202-first-draft-generation.skill,skills/script_intelligence/S-202-first-draft-generation.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-202-structure-designer,skills/script_intelligence/S-202-structure-designer.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
S-202-structure-designer.skill,skills/script_intelligence/S-202-structure-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-203-hook-structure-audit,skills/script_intelligence/S-203-hook-structure-audit.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-203-hook-structure-audit.skill,skills/script_intelligence/S-203-hook-structure-audit.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-203-retention-engineer,skills/script_intelligence/S-203-retention-engineer.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-203-retention-engineer.skill,skills/script_intelligence/S-203-retention-engineer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-204-clarity-enhancer,skills/script_intelligence/S-204-clarity-enhancer.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-204-clarity-enhancer.skill,skills/script_intelligence/S-204-clarity-enhancer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-204-narrative-logic-audit,skills/script_intelligence/S-204-narrative-logic-audit.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-204-narrative-logic-audit.skill,skills/script_intelligence/S-204-narrative-logic-audit.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-205-evidence-aligner,skills/script_intelligence/S-205-evidence-aligner.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-205-evidence-aligner.skill,skills/script_intelligence/S-205-evidence-aligner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
